"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre.adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre.adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre.adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtjail","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent","incartot","new.incar","stname","police.ft.emp","police.tot.pay","welfare.ft.emp","welfare.tot.pay","cor.ft.emp","cor.tot.pay","edu.ft.emp","edu.tot.pay","drop","hosp.ft.emp","hosp.tot.pay","drop.1","tot.ft.emp","tot.tot.pay","statename","citi6010","inst6010_adacope","inst6010_nom","death.sent","death.pen","crime","food.insec","GSP","AFDCRec","SNAPRec","AFDCBen3","SNAPBen3","AFDCFS3Ben","Total.SSI","npoor","eitc.st","medicaidrec","WIC.par","NSLP.Total","SBP.Total","rpp"
"433",44,2008,1488,1171,365,727,5550,1098,1962,32,1033,1296,1357,62,207,74,1,12,312,324,338,21,73,18,0,11,505,646,660,23,87,30,0,1915,92,647,305,376,34,361,0,499,34,217,62,119,6,76,0,955,30,280,191,178,21,169,0,74,1015425,800881,54139,229674,17375,155801,785751,36764,645080,117675,37230,13403,64293,6353,12475,34869,23842,2721,519018,425639,24996,0.145560508278965,0.116924006017927,0.249026566968747,14354,9532,1410,144014,111090,5702,1002.68239343394,3739,1119,"RI",2742,14655268.16,1615,7630060.88,1711,8958459.12,23577,125313558,"Hospitals",1045,4719491,"Total",47755,246842810.24,"Rhode Island",86.31138,79.09405,69.51917,0,TRUE,32551,0.145,46954,19017,84868,576.16,443.04,980,694,132,0.25,183037,25823,83915,25236,0.992333333333333
"434",45,2008,3862,3304,1860,1770,12816,4510,4021,847,1167,4686,686,1358,13,197,0,381,597,2452,305,673,6,96,0,432,519,2013,327,636,7,87,0,4845,427,2275,520,747,137,0,0,2307,233,1139,334,426,70,0,0,2244,173,1059,178,306,59,0,0,62,4258069,2787667,1197203,1051789,344596,601981,3206280,852607,2185686,662266,235267,329451,277419,132873,73080,153377,73157,70881,1997328,1374242,504059,0.15179817665021,0.119217145385437,0.216153841789317,115380,42102,63048,603257,441147,101241,797.521518416242,23685,9664,"SC",10884,38644299.2,4924,14066414.96,10821,32609996.64,127409,469361240,"Hospitals",26113,112370878,"Total",241725,910107356.08,"South Carolina",47.07921,10.72606,9.733498,4,TRUE,220959,0.161,161779,33545,589763,273.52,443.04,689,637,624,0,735641,126956,499074,244209,0.9085
"435",46,2008,1345,1088,99,458,4206,207,971,233,467,1045,0,560,17,7,532,18,20,78,0,52,0,0,39,108,155,289,0,202,8,0,209,768,107,510,287,13,35,1141,0,49,5,37,22,0,1,93,0,238,15,211,120,4,2,381,0,186,764518,658734,6987,194770,2801,150359,569748,4186,508375,100284,33959,1816,61337,751,16084,17297,9208,276,408710,372564,2991,0.092988250095482,0.0836823486357907,0.0407725321888412,11055,4014,506,128488,114357,719,640.714510595358,3352,3121,"SD",1489,6065759.44,1223,3641627.6,1456,4503738.72,21872,79072242,"Hospitals",1161,3922867,"Total",39058,142487960.16,"South Dakota",53.65142,19.73572,22.91554,0,TRUE,14751,0.121,37386,5825,62945,560.56,443.04,965,652,104,0,104249,22609,105631,25035,0.872
"436",47,2008,6144,5609,1790,3913,19816,4222,8535,1177,1109,5928,596,1279,16,320,3247,351,254,1810,236,518,5,141,907,734,793,3686,336,710,11,159,2106,9147,1229,2400,87,0,114,547,0,2540,557,833,27,0,44,163,0,5976,620,1394,55,0,68,349,0,170,5991613,4637379,975024,1461737,296369,1020141,4529876,678655,3617238,955809,338700,273568,589713,121915,170122,211073,135498,62137,2846194,2257508,426030,0.157792604921837,0.146201023670544,0.178155744183527,146322,85371,46442,882846,712159,83336,761.498522069764,19379,14216,"TN",14559,58477830.32,10045,33215330.72,13138,39828155.12,149895,520585328,"Hospitals",26674,114123700,"Total",306328,1139406002.8,"Tennessee",52.20015,71.99453,58.41457,0,TRUE,295092,0.168,249621,135720,911253,192.4,443.04,611,637,924,0,1277014,169432,695370,273947,0.904666666666667
"437",48,2008,13758,9045,3509,4622,57603,12377,13782,5328,10698,13404,2347,3512,271,825,6784,1406,3382,4125,616,1016,71,230,1338,1639,3196,3826,731,1341,107,228,2483,14313,2743,16182,2632,2823,414,1114,0,3258,893,5128,958,934,141,314,0,4565,824,4715,940,985,152,340,0,1358,23249634,11117674,2602606,6580989,795018,2457966,16668645,1807588,8659708,3861641,1575238,619180,956164,267530,244802,692302,268108,137462,11035194,5707572,1161348,0.186100889682005,0.0741111937294327,0.133957260642773,669380,171929,115989,4170893,1809004,284143,901.3755723808,159237,73494,"TX",47869,242520600.4,27629,85780010.16,71773,217607022.88,751449,2825392673,"Hospitals",73909,340458082,"Total",1272416,5023906141.28,"Texas",49.09496,13.23821,11.78336,9,TRUE,1092857,0.2,1243331,119340,2532047,253.76,443.04,670,637,3834,0,3209510,934597,3172793,1445375,0.964166666666667
"438",49,2008,2048,1668,151,1262,6786,328,2976,695,592,1800,103,560,171,103,713,44,34,118,8,58,6,7,52,420,414,1088,74,379,121,48,432,2161,155,956,713,283,73,298,0,158,9,62,42,19,6,23,0,1348,103,586,475,194,41,158,0,464,2619320,2154365,27661,824078,11835,636190,1795242,15826,1518175,261427,95816,5078,173217,2031,52396,52065,39109,1139,1273953,1072353,11767,0.0758603526236461,0.0432416122085405,0.10429342702888,48889,31614,874,653415,527163,8178,932.259500216669,5132,3401,"UT",4204,19388915.52,3545,12921066.08,5245,19016834.72,59262,285153872,"Hospitals",6839,27237679,"Total",112162,525877852.24,"Utah",40.49109,16,13.62423,1,TRUE,97670,0.12,116955,11502,134180,492.96,443.04,900,637,209,0,199036,66252,327591,62820,0.971666666666667
"439",50,2008,645,572,11,624,2558,51,1819,62,220,883,257,44,36,10,401,3,3,29,5,1,0,1,9,59,216,826,250,41,36,9,382,1159,3,365,125,79,2,180,0,31,0,14,3,0,0,3,0,1100,3,345,118,77,2,174,0,21,599302,572118,4200,129106,1486,119833,470196,2714,452285,62446,17405,1524,56297,344,15041,17285,16505,113,331694,319606,1676,0.078479225445221,0.0771084094691181,0.103736263736264,5731,4667,340,86130,81056,466,933.440843636364,2116,2283,"VT",947,5047341.52,1356,5694329.68,1185,4999200.96,21764,89144087,"Hospitals",298,1243068,"Total",35463,154623858.48,"Vermont",82.29041,76.09521,71.05097,0,TRUE,16695,0.142,25312,8327,55847,665.6,443.04,1044,689,55,0.32,137308,16702,54819,19716,1.002
"440",51,2008,3221,2883,1337,1564,13380,4702,4621,1601,760,4839,796,1238,575,143,152,711,288,2237,419,556,317,87,64,735,425,2175,328,597,216,44,82,3505,813,2202,1241,1653,0,641,0,1392,417,1070,659,863,0,258,0,1778,348,958,506,684,0,296,0,234,7449224,5024350,1432192,1818861,397158,1100867,5630363,1035034,3923483,740446,248031,256547,372760,109401,93038,189139,100443,62815,3857806,2658123,705006,0.122885125653417,0.0980291499564345,0.176732957012592,147512,65000,57941,1203451,839186,147548,1158.36409680102,32585,13625,"VA",18290,90106012.88,10466,42404812.32,23541,82077000.72,222830,948155796,"Hospitals",16222,65007902,"Total",402487,1776693391.2,"Virginia",59.32239,62.36654,51.43961,0,TRUE,216742,0.096,398120,63735,545079,332.8,443.04,746,637,799,0.2,751864,150820,751889,225110,1.03083333333333
"441",53,2008,6453,4396,948,3814,23777,2759,10089,276,5373,7418,660,760,19,220,2598,51,943,1129,127,120,2,51,336,168,3030,4301,405,442,12,110,1621,11780,281,3812,382,177,700,163,0,1691,76,655,97,46,161,23,0,6973,129,2252,194,102,306,118,0,473,6309803,4771050,207035,1535995,63252,1011436,4773808,143783,3759614,733633,247275,51968,433769,22983,110998,193871,133778,10679,3155187,2463828,96925,0.0863113021889854,0.054418232464529,0.10577230976658,88212,47011,4554,1036825,724898,28148,1030.89015940867,17188,15095,"WA",10890,70924835.28,11019,41417107.68,13834,64796829.76,114818,700764677,"Hospitals",18807,124079073,"Total",287439,1680361938.32,"Washington",65.04533,94.25,81.73486,0,TRUE,268882,0.156,351857,118550,581001,584.48,443.04,988,683,680,0,946190,176005,528691,162379,1.032
"442",54,2008,3264,2621,408,2800,10804,906,6501,708,954,2697,1746,213,93,100,955,104,90,352,237,13,9,14,83,591,852,2292,1480,199,83,84,853,4745,278,1530,0,481,429,0,0,578,24,188,0,55,51,0,0,4094,243,1308,0,422,370,0,0,168,1764805,1657364,56173,386028,14830,350750,1378777,41343,1306614,307076,94669,15959,277732,6304,81850,46531,43373,1416,764610,722287,24079,0.168320145346752,0.170002991895865,0.121375110276331,35271,29775,2641,248571,234767,2677,627.029530231016,4896,3127,"WV",2832,10679301.36,3313,8569218.32,3562,8705966.88,51179,183893973,"Hospitals",3734,12070545,"Total",93289,321444298.24,"West Virginia",74.9881,90.75,78.41209,0,FALSE,47849,0.148,61928,19334,276800,353.6,443.04,766,637,260,0,325037,51770,211106,96845,0.8805
"443",55,2008,4995,3511,1565,2550,17204,4553,5813,613,3647,5613,1086,1007,19,166,58,181,1464,2052,443,289,11,104,9,345,1628,2652,503,601,5,34,45,6405,472,1721,1061,267,540,1273,0,2270,198,800,411,150,293,289,0,3106,219,703,555,89,183,716,0,219,5436293,4642907,310269,1319265,111852,1014292,4117028,198417,3628615,582510,192816,105212,375585,49948,94709,163796,124042,21272,2876176,2551915,119028,0.0863281021946981,0.0691449347450947,0.184722492934412,57711,31453,13058,904839,768212,21867,820.174383349101,22282,7571,"WI",12032,64281334,12175,51955741.76,13431,60794988.8,137230,637531829,"Hospitals",3564,17014232,"Total",240747,1166809112.56,"Wisconsin",60.6519,78.26726,70.06032,0,FALSE,170893,0.135,245277,37489,422781,653.12,443.04,1035,721,544,0.04,874839,121754,597111,126627,0.930166666666667
"444",56,2008,1124,969,58,853,3354,114,1705,21,338,626,239,557,26,12,326,5,9,48,12,21,4,1,12,14,263,479,172,429,20,6,252,1415,28,154,45,51,76,242,0,71,0,13,2,4,1,19,0,1088,21,117,35,40,66,168,0,3,508262,441596,4291,125586,1173,100119,382676,3118,341477,47336,16051,852,37823,565,11441,8888,7104,159,274251,245216,1695,0.0724257916172352,0.0576717717420601,0.0922275939010785,10440,7055,0,84370,71543,403,785.026147186147,1704,792,"WY",1457,6641276.72,804,3101574.32,1580,5567340.48,19862,85489215,"Hospitals",5983,26572177,"Total",42781,185362651.76,"Wyoming",30.06818,41.24872,46.59072,0,TRUE,15659,0.104,43684,499,22608,353.6,443.04,766,662,54,0,57177,12617,55081,13722,0.961166666666667
"445",1,2009,3080,2207,1130,1692,12757,4301,4826,645,1933,3318,310,904,91,286,1858,268,758,1550,160,500,65,150,698,345,1052,1579,135,383,25,130,1023,3755,1346,1982,2586,2,0,0,0,1523,604,832,1339,1,0,0,0,1975,673,1029,1144,1,0,0,0,183,4552831,3125703,1165861,1124716,336295,689404,3428115,829566,2436299,762009,269216,345898,354342,139166,99795,179097,98884,71173,2041223,1458001,476738,0.159999918361488,0.141875996000265,0.195447677894569,128255,59327,57474,655342,497391,99190,750.289659504734,27241,13455,"AL",10457,42102925.2,5349,19037201.4,8675,29041724.25,135327,491684734,"Hospitals",32871,141707695,"Total",268310,1032657069.15,"Alabama",48.36924,52.26786,41.96951,9,TRUE,196762,0.191,169052,43226,679138,225.75,486.15,678,674,770,0,832959,140810,579880,212316,0.8775
"446",2,2009,888,654,68,286,3702,241,874,539,615,940,0,120,4,20,576,53,44,79,0,7,0,3,55,152,185,294,0,34,2,5,202,1308,10,970,61,55,126,284,0,97,1,105,2,4,11,21,0,432,3,269,20,17,49,84,0,93,668224,440541,24068,181722,7241,101042,486502,16827,339499,58671,23554,1671,26045,504,8376,30029,15616,944,340874,245348,12795,0.0698750822488209,0.0424199102797946,0.0627848499135628,13736,4437,775,117118,74874,3858,1120.98982050071,5472,2761,"AK",1017,7588641.9,1959,8898858.15,1921,11303278.35,22364,112916538,"Hospitals",748,4789031,"Total",48589,268413384.75,"Alaska",67.9412,52.20113,34.31742,0,FALSE,24746,0.151,49954,8282,64385,969.15,658.35,1550,1036,81,0,108044,25816,53554,16943,1.06116666666667
"447",4,2009,7526,4874,1027,2891,24455,2423,6659,570,5414,7729,1277,1115,116,390,93,65,670,1157,195,220,15,56,13,225,1962,3205,508,413,58,141,45,7875,492,4338,332,1262,72,1799,0,1094,75,580,57,197,23,295,0,3127,159,1786,132,583,29,580,0,207,6367118,3683632,231954,1710088,76737,725649,4657030,155217,2957983,968895,378145,50210,330146,23311,74329,231558,114929,12463,2868694,1773125,96819,0.138278703322936,0.0561733970690954,0.105586433398598,169276,45965,9218,1048258,511655,28622,1037.62521137324,40544,15208,"AZ",15776,90104097.3,6504,22863106.35,16571,65242930.2,149387,643843601,"Hospitals",2921,15849879,"Total",275992,1289971357.5,"Arizona",48.45233,56.00348,45.78523,14,TRUE,246581,0.187,243331,82085,813987,291.9,486.15,741,674,1381,0,1449529,208873,655498,231674,0.986666666666667
"448",5,2009,4161,3690,1340,2569,11735,2538,4552,610,762,3799,299,1059,31,82,923,199,274,1296,82,353,10,27,291,363,455,2274,199,625,19,50,566,4861,270,1109,0,516,34,545,0,1529,102,447,0,184,12,169,0,3018,151,607,0,300,19,325,0,714,2784286,2104132,418673,704536,129719,470134,2079750,288954,1633998,501778,185475,147682,282335,63614,84926,102771,64700,28505,1251517,983143,164453,0.155226352696851,0.132512215817046,0.188713072604017,71256,39504,22469,424069,325284,33957,711.003130868702,13338,7475,"AR",6429,22370509.35,3839,12079910.85,7608,20670672.75,87059,322142031,"Hospitals",7255,25280296,"Total",156656,566720067.9,"Arkansas",57.63297,88.4,71.22043,0,TRUE,119454,0.204,105841,19211,411153,214.2,486.15,667,674,538,0,658002,94107,351950,155258,0.873166666666667
"449",6,2009,35243,26868,8258,8325,135041,27033,23006,9860,23749,40309,5810,5358,459,5657,8596,2255,6710,11142,1878,1540,146,1711,1651,2569,4697,9544,1667,1203,161,1157,2008,29351,3687,22344,10627,5031,9973,2990,0,6645,1670,5298,3430,1741,4025,827,0,7150,658,5489,2707,1291,1691,637,0,673,35741026,14966341,2119567,9406608,582642,2799031,26334418,1536925,12167310,4794435,1826589,427692,1209085,172948,252686,1525673,573953,142372,16719757,7580675,911816,0.166610372881077,0.048011803796733,0.0879396548867898,959543,171389,84431,6098152,2066147,186736,1359.04228399674,168830,129870,"CA",74463,641673278.4,67387,328413166.2,96159,609609878.85,707794,4582310806,"Hospitals",99954,701494076,"Total",1570568,10546224177.3,"California",63.91311,53.34922,47.57368,29,TRUE,1184755,0.183,1906376,1307832,2670341,728.7,486.15,1126,907,5638,0,9241389,1439006,3175063,1172714,1.1305
"450",8,2009,6167,4579,1090,2742,19751,2495,6024,1196,2341,4921,570,3786,219,46,311,196,431,922,144,705,41,9,22,581,948,2139,231,1731,106,12,182,9957,488,1060,1930,44,25,7,0,1800,95,195,375,6,2,0,0,4371,186,494,913,25,8,3,0,634,4822444,3423605,180532,1212682,54917,720357,3609762,125615,2703248,591124,207758,41420,277003,17742,61731,164663,106356,9555,2519723,1896084,85776,0.0896445401750557,0.0377402397652202,0.0979978721346358,82081,32670,6321,836545,549912,21481,1049.50433899557,22725,11195,"CO",11384,68398858.5,7721,35112750.75,11009,50709822.45,119221,571270135,"Hospitals",13022,69713240,"Total",234351,1203052163.25,"Colorado",54.17156,89.93501,76.12162,0,TRUE,149940,0.152,248177,22762,319121,485.1,486.15,925,699,613,0,582313,107930,390868,107139,1.01283333333333
"451",9,2009,2467,1395,899,821,10200,2868,2572,546,634,2002,471,819,2,29,126,198,247,780,159,307,1,13,41,176,250,587,172,298,0,5,39,2498,543,1882,0,1693,60,0,0,912,241,658,0,675,29,0,0,822,195,656,0,565,12,0,0,242,3389219,2494889,313706,813163,92122,524232,2576056,221584,1970657,302371,99829,60285,130312,24307,26461,135957,79762,21988,1745788,1331853,150426,0.0950055715623904,0.063276778209895,0.160592857571313,50420,21561,12082,553224,417499,30268,1190.68155577062,18938,6472,"CT",8276,54648018.6,6923,43285921.35,7860,50256756.9,98549,522840323,"Hospitals",5806,44391182,"Total",172823,1008384732.6,"Connecticut",90.73186,87.5,57.94387,0,TRUE,93214,0.133,230005,33024,258165,588,486.15,1023,674,292,0,518881,60148,302997,68912,1.09516666666667
"452",10,2009,445,348,251,151,1814,808,450,114,217,685,88,43,3,16,185,67,118,429,44,30,2,8,100,36,87,203,41,11,1,7,57,491,23,320,367,0,86,35,0,278,16,213,204,0,51,20,0,162,6,88,140,0,30,11,0,21,851361,579326,171949,206250,49486,119429,645111,122463,459897,94517,34183,33036,40086,15198,8636,31327,18531,9057,418087,295617,79943,0.107020720177027,0.0820595373353717,0.128880774788144,19492,8351,7756,124377,86858,15309,1101.38953618642,6581,1573,"DE",2035,12781521.9,1736,6527174.85,2920,11661756.75,19674,107299971,"Hospitals",1775,6166630,"Total",43373,215463655.05,"Delaware",81.92645,87.09847,65.8621,0,TRUE,35393,0.108,56090,12796,90933,354.9,486.15,801,674,109,0.2,177818,24028,90073,33202,1.02133333333333
"453",12,2009,14331,6767,5321,7121,49902,14206,16949,4017,15442,11619,2354,1642,130,362,1,1461,5933,4647,1173,809,60,122,1,2113,7657,5377,941,626,59,172,0,13679,622,9639,3004,0,3608,3691,0,5025,311,3875,1538,0,1500,1410,0,6681,254,4673,1147,0,1753,1871,0,2075,17985811,10786389,2720595,4061490,829502,1979867,13924321,1891093,8806522,2435618,799038,651510,1022656,283504,237381,773581,398775,175566,8285614,4997615,1187416,0.119702108076739,0.0767933731606917,0.18373692709078,379609,140773,126045,2427483,1364127,285868,1151.79376186775,101373,38063,"FL",42351,250069171.8,14677,51584513.4,47008,175132190.1,365244,1499668965,"Hospitals",47985,282235468,"Total",810195,3668409817.8,"Florida",58.45163,24.88235,14.92206,15,TRUE,824559,0.18,721684,97568,1952362,318.15,486.15,766,674,2676,0,2814080,505671,1560392,610818,0.9945
"454",13,2009,5902,4723,2962,2429,21735,8287,6390,1567,3161,6791,726,1824,8,217,1407,693,1725,3552,407,1028,4,140,647,760,1308,2598,272,720,4,58,637,7654,1452,2918,450,970,215,2174,0,3938,864,1398,264,524,137,1162,0,3129,515,1294,170,416,65,801,0,783,9413720,5463871,2777161,2550371,835051,1278464,6863349,1942110,4185407,1449718,548908,652753,528055,278324,140454,402681,178519,182017,4440442,2696336,1223174,0.141890643248286,0.109457005420621,0.155532373435207,263526,95234,130162,1535558,958988,281613,917.394496098678,53538,17610,"GA",20725,82352824.05,9567,29267175,28420,89341062.3,287123,1129603850,"Hospitals",22468,85488734,"Total",494399,1958808451.95,"Georgia",48.59572,9.952779,6.214264,2,TRUE,396033,0.187,404045,38018,1286078,294,486.15,743,674,1775,0,1709357,499213,1290996,564627,0.924333333333333
"455",15,2009,1321,817,99,625,4210,189,1381,141,1100,1257,161,136,0,74,0,1,55,113,10,8,0,1,0,84,510,629,54,63,0,34,0,1819,81,476,178,4,76,103,0,129,1,21,8,0,10,7,0,844,42,239,95,1,34,53,0,39,1251817,306720,29135,289332,8087,53025,962485,21048,253695,115127,33331,2221,28596,743,4827,34254,9105,415,637651,168107,18075,0.0827420073420892,0.0348691508616237,0.0252403846153846,51993,2661,80,185400,39355,6367,1549.05550325532,4848,1731,"HI",3058,19250307.3,777,3208787.4,2448,11534077.8,33138,154380314,"Hospitals",4120,21331984,"Total",70069,345505611.15,"Hawaii",84.43863,73.9958,66.42255,0,FALSE,51066,0.162,65084,21556,114599,667.8,865.2,1460,674,156,0,228124,36320,103807,35946,1.171
"456",16,2009,1215,944,24,947,4113,90,2186,459,594,1548,104,182,0,11,0,20,10,50,6,4,0,0,0,321,456,1175,80,147,0,7,0,1332,95,798,27,129,30,438,0,33,3,44,0,5,1,1,0,1057,51,554,20,105,22,341,0,227,1489780,1264122,9633,413820,4340,319872,1075960,5293,944250,205619,75218,2183,152401,1099,47840,52141,42236,908,703957,612124,3526,0.09753648383829,0.0680280071375117,0.115365612648221,21623,15223,144,303477,243684,2724,812.91993006993,7184,3870,"ID",3066,14556900.75,1883,7070649.6,3380,13435342.2,36225,133024733,"Hospitals",3710,16694107,"Total",69182,284083429.35,"Idaho",36.24285,16.625,11.66682,0,TRUE,34964,0.128,54063,2378,136243,324.45,486.15,772,727,209,0,212691,46175,170003,70830,0.9385
"457",17,2009,5176,3010,2317,2409,28132,12882,8191,1804,6951,7272,270,1649,2198,191,2616,1081,3652,4080,173,1014,1616,139,1124,618,2762,2556,75,516,419,37,1208,7898,0,3739,458,4968,1630,4263,0,3559,0,2061,324,3502,1042,2394,0,3639,0,1430,99,1126,439,1458,0,0,12499194,8099360,1788544,3178377,535349,1737793,9320817,1253195,6361567,1568806,574351,500574,640945,214848,162566,538956,288675,140434,6118204,4232877,704457,0.115840192908259,0.066387411895635,0.147854379617618,262125,78550,99779,2080200,1345486,130364,981.906937035241,45161,37802,"IL",37187,187123601.7,15483,72348583.65,21883,109692192.75,311779,1533661499,"Hospitals",21805,110250701,"Total",569544,2989577517.15,"Illinois",67.27898,87.27608,81.61208,1,TRUE,331743,0.143,636975,52412,1462421,453.6,486.15,895,674,1690,0.05,2599739,309870,1148891,293385,1.008
"458",18,2009,9511,6654,2822,5953,30672,7040,12577,0,4755,10443,436,2304,165,143,2902,0,1340,3679,113,837,76,72,921,0,3199,5898,300,1283,79,56,1754,12263,284,4469,1351,1,638,2155,0,3865,134,1694,533,0,183,631,0,7479,126,2475,734,0,416,1347,0,921,6197000,5143678,527906,1585301,165348,1213497,4611699,362558,3930181,846467,307945,152067,567806,67653,178626,262421,195150,42118,2990380,2564367,213852,0.11466959976198,0.10145628224876,0.14356914255234,116236,77130,21422,1020852,857080,46511,798.574517220254,26748,19799,"IN",12910,56005354.65,5851,19849428.9,12412,41606990.25,175059,721066048,"Hospitals",24439,114755816,"Total",305113,1290925862.1,"Indiana",50.18538,27.41333,20.352,1,TRUE,205641,0.148,262428,103175,706695,302.4,486.15,751,674,1023,0.09,1045345,170137,788167,210886,0.914
"459",19,2009,4728,3817,774,2993,15979,1949,7351,1074,1394,2426,1225,363,166,96,4507,226,247,444,229,76,35,20,672,653,912,1581,810,241,110,58,2986,6074,487,1778,1329,0,137,0,0,1053,54,393,212,0,18,0,0,4025,343,1068,968,0,90,0,0,213,2888012,2606376,68077,707212,24162,594716,2180800,43915,2011660,332605,110806,23187,259663,10862,73257,73544,63643,3543,1543637,1425467,29245,0.0793925458406166,0.066261210208215,0.191716918875868,32300,22208,2832,489796,432004,7433,714.137575413443,8914,4377,"IA",5251,26789868,4113,18100029.15,4639,21341355,80970,390551986,"Hospitals",15802,84642107,"Total",149280,743657382.3,"Iowa",56.95164,90.79583,76.42979,0,FALSE,77915,0.132,136511,40712,295106,447.3,486.15,889,696,319,0.07,451242,75645,394391,84554,0.895166666666667
"460",20,2009,3163,2340,597,2196,12469,2035,6309,1118,1650,3210,72,530,132,152,2439,286,341,730,21,135,36,41,445,728,1169,2120,32,334,84,77,1763,5390,3,2627,0,889,395,1,0,1061,0,712,0,186,76,0,0,3770,2,1651,0,595,290,1,0,308,2715132,2180523,149705,697224,45431,503448,2017908,104274,1677075,326730,112749,38110,203567,16101,55468,80556,56029,11489,1410777,1175506,64445,0.0893693624166567,0.0611835968057025,0.103762530920453,40398,23518,6372,474696,368086,14469,790.31171237716,8644,4833,"KS",6191,28863838.5,3239,10870750.8,6554,22093245.3,104086,401050808,"Hospitals",10857,41734516,"Total",177213,713679810.9,"Kansas",45.70251,54.7713,42.9008,1,TRUE,97978,0.171,120769,33384,219265,450.45,486.15,892,674,374,0.17,302726,76989,356495,96299,0.901333333333333
"461",21,2009,5387,4441,887,4148,17693,2374,9139,1058,1685,6196,69,2018,215,156,909,238,186,1199,23,425,61,55,187,728,1425,4538,46,1514,141,95,652,6814,265,2884,419,712,9,0,0,1166,55,678,111,197,1,0,0,5211,200,1993,287,483,8,0,0,525,4162926,3656127,299960,1011113,88214,836574,3151813,211746,2819553,755860,256054,91729,607786,38715,187120,157611,130327,20117,1882907,1673353,130300,0.169173627457311,0.168075146434381,0.150455204340627,92439,73042,11099,626465,553219,24561,709.858119266055,14984,14123,"KY",7487,31838481.15,6356,20987539.65,7592,22248414.3,137033,476730218,"Hospitals",9343,39570490,"Total",223476,831109824.3,"Kentucky",52.29519,75.94201,61.15961,0,TRUE,116130,0.161,156149,59604,701757,275.1,486.15,725,674,727,0,821964,141768,570755,238782,0.887833333333333
"462",22,2009,3631,2436,1836,1658,12100,4288,3905,540,1929,3770,262,453,51,94,1367,227,878,1956,160,260,34,55,716,304,1002,1672,93,180,17,33,603,6466,105,1405,450,37,6,0,0,3314,44,654,249,24,3,0,0,2932,57,708,192,13,3,0,0,114,4315962,2679515,1354202,1113143,419063,601914,3202819,935139,2077601,776444,289479,426661,292943,183075,82570,144306,63225,72519,1982712,1310808,547861,0.163907778821898,0.132553105399323,0.223788519201861,137836,51135,75869,596930,423531,119709,827.499387661669,19889,15566,"LA",12845,48919831.8,6831,24826533.9,13306,49200194.4,118098,447659512,"Hospitals",30360,130483894,"Total",248509,990480996.75,"Louisiana",43.24025,46.54333,40.64985,3,TRUE,191804,0.139,209860,22497,723738,252,486.15,703,674,636,0.04,1129726,148747,586936,243815,0.9115
"463",23,2009,753,495,56,615,3358,177,2201,439,511,878,173,42,76,16,433,29,30,72,8,0,3,1,33,372,426,727,152,42,65,15,369,1012,47,825,77,271,111,137,0,65,7,62,5,8,7,14,0,838,36,698,68,248,97,108,0,94,1280435,1209461,13476,275417,5934,246662,1005018,7542,962799,161938,50575,5767,140981,2725,40140,43627,40218,898,649114,622269,4573,0.0875971958662931,0.0843108624294742,0.156909408218309,14844,11995,604,176630,162997,2814,832.727197849835,2074,896,"ME",2050,10100197.8,3400,13166591.55,2007,8414995.05,38689,147988874,"Hospitals",1220,5918786,"Total",63636,268986056.85,"Maine",91.73792,94.46429,77.3861,0,FALSE,33322,0.173,50318,24884,201248,509.25,486.15,948,684,148,0.05,328008,26663,107734,37150,0.977
"464",24,2009,2787,1833,1752,793,13117,7361,2415,598,2998,3905,977,420,191,144,890,362,2371,2734,641,282,154,106,548,199,516,929,279,127,31,31,271,3799,1052,1838,941,687,991,637,0,2399,901,1254,758,523,850,409,0,1125,123,486,166,145,118,163,0,250,5520614,3160438,1581363,1353508,427244,677005,4167106,1154119,2483433,469117,154492,205654,186091,80076,44375,193001,82570,83234,2901863,1710860,801378,0.10140020854583,0.0737545731295654,0.113000583950579,128179,38372,66157,861855,520411,168731,1296.71726742837,22066,10050,"MD",13092,84911634.15,9185,41699855.4,15918,73743868.8,140733,836454182,"Hospitals",4258,18361075,"Total",267966,1527476695.5,"Maryland",78.62372,97.80701,83.96481,0,TRUE,215914,0.136,304414,53284,454196,602.7,486.15,1037,674,543,0.25,842010,146411,432643,154317,1.1085
